"Name","Path","Source","PackageName"
"1527c705-839a-4832-9118-54d4Bd6a0c89","C:\Windows\SystemApps\Microsoft.Windows.FilePicker_cw5n1h2txyewy\FilePicker.exe","MSStore","1527c705-839a-4832-9118-54d4Bd6a0c89_10.0.19640.1000_neutral_neutral_cw5n1h2txyewy"
"18184wherewhere.AndroidAppInstaller","C:\Program Files\WindowsApps\18184wherewhere.AndroidAppInstaller_0.1.28.0_x64__4v4sx105x6y4r\createdump.exe","MSStore","18184wherewhere.AndroidAppInstaller_0.1.28.0_x64__4v4sx105x6y4r"
"18184wherewhere.AndroidAppInstaller","C:\Program Files\WindowsApps\18184wherewhere.AndroidAppInstaller_0.1.28.0_x64__4v4sx105x6y4r\Tools\aapt.exe","MSStore","18184wherewhere.AndroidAppInstaller_0.1.28.0_x64__4v4sx105x6y4r"
"19282JackieLiu.Notepads-Beta","C:\Program Files\WindowsApps\19282JackieLiu.Notepads-Beta_1.5.6.0_x64__echhpq9pdbte8\Notepads.exe","MSStore","19282JackieLiu.Notepads-Beta_1.5.6.0_x64__echhpq9pdbte8"
"21090PaddyXu.QuickLook","C:\Program Files\WindowsApps\21090PaddyXu.QuickLook_4.3.0.0_neutral__egxr34yet59cg\Package\QuickLook.exe","MSStore","21090PaddyXu.QuickLook_4.3.0.0_neutral__egxr34yet59cg"
"28944Stefanvd.MyPersonalNotes","C:\Program Files\WindowsApps\28944Stefanvd.MyPersonalNotes_1.3.0.0_x64__pe3vc7q6mjj3e\NoteSidebar\createdump.exe","MSStore","28944Stefanvd.MyPersonalNotes_1.3.0.0_x64__pe3vc7q6mjj3e"
"28944Stefanvd.MyPersonalNotes","C:\Program Files\WindowsApps\28944Stefanvd.MyPersonalNotes_1.3.0.0_x64__pe3vc7q6mjj3e\NoteSidebar\NoteSidebar.exe","MSStore","28944Stefanvd.MyPersonalNotes_1.3.0.0_x64__pe3vc7q6mjj3e"
"36283PeymanMohammadi.InstallerStudio","C:\Program Files\WindowsApps\36283PeymanMohammadi.InstallerStudio_1.1.0.0_x64__z54a3wrft5hp2\createdump.exe","MSStore","36283PeymanMohammadi.InstallerStudio_1.1.0.0_x64__z54a3wrft5hp2"
"40174MouriNaruto.NanaZip","C:\Program Files\WindowsApps\40174MouriNaruto.NanaZip_5.0.1263.0_x64__gnj4mf6z9tkrc\NanaZip.Modern.exe","MSStore","40174MouriNaruto.NanaZip_5.0.1263.0_x64__gnj4mf6z9tkrc"
"49462fluenthub-uwp.FluentHub","C:\Program Files\WindowsApps\49462fluenthub-uwp.FluentHub_0.9.0.0_x64__tq8wa33sfftnm\FluentHub.App\createdump.exe","MSStore","49462fluenthub-uwp.FluentHub_0.9.0.0_x64__tq8wa33sfftnm"
"53621FSApps.FluentTerminal","C:\Program Files\WindowsApps\53621FSApps.FluentTerminal_0.7.7.0_x64__87x1pks76srcp\FluentTerminal.SystemTray\FluentTerminal.SystemTray.exe","MSStore","53621FSApps.FluentTerminal_0.7.7.0_x64__87x1pks76srcp"
"53621FSApps.FluentTerminal","C:\Program Files\WindowsApps\53621FSApps.FluentTerminal_0.7.7.0_x64__87x1pks76srcp\FluentTerminal.App.exe","MSStore","53621FSApps.FluentTerminal_0.7.7.0_x64__87x1pks76srcp"
"53621FSApps.FluentTerminal","C:\Program Files\WindowsApps\53621FSApps.FluentTerminal_0.7.7.0_x64__87x1pks76srcp\FluentTerminal.SystemTray\winpty-agent.exe","MSStore","53621FSApps.FluentTerminal_0.7.7.0_x64__87x1pks76srcp"
"53621FSApps.FluentTerminal","C:\Program Files\WindowsApps\53621FSApps.FluentTerminal_0.7.7.0_x64__87x1pks76srcp\FluentTerminal.SystemTray\mosh.exe","MSStore","53621FSApps.FluentTerminal_0.7.7.0_x64__87x1pks76srcp"
"53621FSApps.FluentTerminal","C:\Program Files\WindowsApps\53621FSApps.FluentTerminal_0.7.7.0_x64__87x1pks76srcp\FluentTerminal.SystemTray\mosh-client.exe","MSStore","53621FSApps.FluentTerminal_0.7.7.0_x64__87x1pks76srcp"
"53621FSApps.FluentTerminal","C:\Program Files\WindowsApps\53621FSApps.FluentTerminal_0.7.7.0_x64__87x1pks76srcp\FluentTerminal.SystemTray\winpty-debugserver.exe","MSStore","53621FSApps.FluentTerminal_0.7.7.0_x64__87x1pks76srcp"
"56395Gitii.Winstrumenta.PackageManager","C:\Program Files\WindowsApps\56395Gitii.Winstrumenta.PackageManager_0.6.0.0_x64__qkrp4w1fft63e\PackageInstaller.exe","MSStore","56395Gitii.Winstrumenta.PackageManager_0.6.0.0_x64__qkrp4w1fft63e"
"61545TimGrabinat.wAPPerforGmail","C:\Program Files\WindowsApps\61545TimGrabinat.wAPPerforGmail_4.0.19.0_x64__rcb0qdgx4z9ca\EasyMail4\EasyMail4CrashRecovery.exe","MSStore","61545TimGrabinat.wAPPerforGmail_4.0.19.0_x64__rcb0qdgx4z9ca"
"61545TimGrabinat.wAPPerforGmail","C:\Program Files\WindowsApps\61545TimGrabinat.wAPPerforGmail_4.0.19.0_x64__rcb0qdgx4z9ca\EasyMail4CrashRecovery\EasyMail4CrashRecovery.exe","MSStore","61545TimGrabinat.wAPPerforGmail_4.0.19.0_x64__rcb0qdgx4z9ca"
"61545TimGrabinat.wAPPerforGmail","C:\Program Files\WindowsApps\61545TimGrabinat.wAPPerforGmail_4.0.19.0_x64__rcb0qdgx4z9ca\EasyMail4\EasyMail4.exe","MSStore","61545TimGrabinat.wAPPerforGmail_4.0.19.0_x64__rcb0qdgx4z9ca"
"61545TimGrabinat.wAPPerforGmail","C:\Program Files\WindowsApps\61545TimGrabinat.wAPPerforGmail_4.0.19.0_x64__rcb0qdgx4z9ca\EasyMail4\createdump.exe","MSStore","61545TimGrabinat.wAPPerforGmail_4.0.19.0_x64__rcb0qdgx4z9ca"
"61545TimGrabinat.wAPPerforGmail","C:\Program Files\WindowsApps\61545TimGrabinat.wAPPerforGmail_4.0.19.0_x64__rcb0qdgx4z9ca\EasyMail4CrashRecovery\createdump.exe","MSStore","61545TimGrabinat.wAPPerforGmail_4.0.19.0_x64__rcb0qdgx4z9ca"
"64360VelerSoftware.DevToys-Preview","C:\Program Files\WindowsApps\64360VelerSoftware.DevToys-Preview_2.0.8.0_x64__j80j2txgjg9dj\DevToys.exe","MSStore","64360VelerSoftware.DevToys-Preview_2.0.8.0_x64__j80j2txgjg9dj"
"9426MICRO-STARINTERNATION.MSICenter","C:\Program Files\WindowsApps\9426MICRO-STARINTERNATION.MSICenter_2.0.63.0_x64__kzh8wxbdkxb8p\DCv2\DCv2_Startup.exe","MSStore","9426MICRO-STARINTERNATION.MSICenter_2.0.63.0_x64__kzh8wxbdkxb8p"
"9426MICRO-STARINTERNATION.MSICenter","C:\Program Files\WindowsApps\9426MICRO-STARINTERNATION.MSICenter_2.0.63.0_x64__kzh8wxbdkxb8p\DCv2\MSI Center.exe","MSStore","9426MICRO-STARINTERNATION.MSICenter_2.0.63.0_x64__kzh8wxbdkxb8p"
"9426MICRO-STARINTERNATION.MSICenter","C:\Program Files\WindowsApps\9426MICRO-STARINTERNATION.MSICenter_2.0.63.0_x64__kzh8wxbdkxb8p\DCv2\Coreliquid\ffmpeg.exe","MSStore","9426MICRO-STARINTERNATION.MSICenter_2.0.63.0_x64__kzh8wxbdkxb8p"
"AdvancedMicroDevicesInc-2.AMDRadeonSoftware","C:\Program Files\WindowsApps\AdvancedMicroDevicesInc-2.AMDRadeonSoftware_10.24.10035.0_x64__0a9344xs7nr4m\radeonsoftware\DuplicateDesktop.exe","MSStore","AdvancedMicroDevicesInc-2.AMDRadeonSoftware_10.24.10035.0_x64__0a9344xs7nr4m"
"AdvancedMicroDevicesInc-2.AMDRadeonSoftware","C:\Program Files\WindowsApps\AdvancedMicroDevicesInc-2.AMDRadeonSoftware_10.24.10035.0_x64__0a9344xs7nr4m\radeonsoftware\ZipUtility.exe","MSStore","AdvancedMicroDevicesInc-2.AMDRadeonSoftware_10.24.10035.0_x64__0a9344xs7nr4m"
"AdvancedMicroDevicesInc-2.AMDRadeonSoftware","C:\Program Files\WindowsApps\AdvancedMicroDevicesInc-2.AMDRadeonSoftware_10.24.10035.0_x64__0a9344xs7nr4m\radeonsoftware\videotrim.exe","MSStore","AdvancedMicroDevicesInc-2.AMDRadeonSoftware_10.24.10035.0_x64__0a9344xs7nr4m"
"AdvancedMicroDevicesInc-2.AMDRadeonSoftware","C:\Program Files\WindowsApps\AdvancedMicroDevicesInc-2.AMDRadeonSoftware_10.24.10035.0_x64__0a9344xs7nr4m\radeonsoftware\uwp\LauncherRSXRuntime.exe","MSStore","AdvancedMicroDevicesInc-2.AMDRadeonSoftware_10.24.10035.0_x64__0a9344xs7nr4m"
"AdvancedMicroDevicesInc-2.AMDRadeonSoftware","C:\Program Files\WindowsApps\AdvancedMicroDevicesInc-2.AMDRadeonSoftware_10.24.10035.0_x64__0a9344xs7nr4m\radeonsoftware\twitter\TwitterWrapperClient.exe","MSStore","AdvancedMicroDevicesInc-2.AMDRadeonSoftware_10.24.10035.0_x64__0a9344xs7nr4m"
"AdvancedMicroDevicesInc-2.AMDRadeonSoftware","C:\Program Files\WindowsApps\AdvancedMicroDevicesInc-2.AMDRadeonSoftware_10.24.10035.0_x64__0a9344xs7nr4m\radeonsoftware\sinaWeibo\SinaWeiboWrapper.exe","MSStore","AdvancedMicroDevicesInc-2.AMDRadeonSoftware_10.24.10035.0_x64__0a9344xs7nr4m"
"AdvancedMicroDevicesInc-2.AMDRadeonSoftware","C:\Program Files\WindowsApps\AdvancedMicroDevicesInc-2.AMDRadeonSoftware_10.24.10035.0_x64__0a9344xs7nr4m\radeonsoftware\RSServCmd.exe","MSStore","AdvancedMicroDevicesInc-2.AMDRadeonSoftware_10.24.10035.0_x64__0a9344xs7nr4m"
"AdvancedMicroDevicesInc-2.AMDRadeonSoftware","C:\Program Files\WindowsApps\AdvancedMicroDevicesInc-2.AMDRadeonSoftware_10.24.10035.0_x64__0a9344xs7nr4m\radeonsoftware\restream\RestreamAPIWrapper.exe","MSStore","AdvancedMicroDevicesInc-2.AMDRadeonSoftware_10.24.10035.0_x64__0a9344xs7nr4m"
"AdvancedMicroDevicesInc-2.AMDRadeonSoftware","C:\Program Files\WindowsApps\AdvancedMicroDevicesInc-2.AMDRadeonSoftware_10.24.10035.0_x64__0a9344xs7nr4m\radeonsoftware\RadeonSoftware.exe","MSStore","AdvancedMicroDevicesInc-2.AMDRadeonSoftware_10.24.10035.0_x64__0a9344xs7nr4m"
"AdvancedMicroDevicesInc-2.AMDRadeonSoftware","C:\Program Files\WindowsApps\AdvancedMicroDevicesInc-2.AMDRadeonSoftware_10.24.10035.0_x64__0a9344xs7nr4m\radeonsoftware\gpuup.exe","MSStore","AdvancedMicroDevicesInc-2.AMDRadeonSoftware_10.24.10035.0_x64__0a9344xs7nr4m"
"AdvancedMicroDevicesInc-2.AMDRadeonSoftware","C:\Program Files\WindowsApps\AdvancedMicroDevicesInc-2.AMDRadeonSoftware_10.24.10035.0_x64__0a9344xs7nr4m\radeonsoftware\facebook\FacebookClient.exe","MSStore","AdvancedMicroDevicesInc-2.AMDRadeonSoftware_10.24.10035.0_x64__0a9344xs7nr4m"
"AdvancedMicroDevicesInc-2.AMDRadeonSoftware","C:\Program Files\WindowsApps\AdvancedMicroDevicesInc-2.AMDRadeonSoftware_10.24.10035.0_x64__0a9344xs7nr4m\radeonsoftware\EyefinityPro.exe","MSStore","AdvancedMicroDevicesInc-2.AMDRadeonSoftware_10.24.10035.0_x64__0a9344xs7nr4m"
"AdvancedMicroDevicesInc-2.AMDRadeonSoftware","C:\Program Files\WindowsApps\AdvancedMicroDevicesInc-2.AMDRadeonSoftware_10.24.10035.0_x64__0a9344xs7nr4m\radeonsoftware\ATISetup.exe","MSStore","AdvancedMicroDevicesInc-2.AMDRadeonSoftware_10.24.10035.0_x64__0a9344xs7nr4m"
"AdvancedMicroDevicesInc-2.AMDRadeonSoftware","C:\Program Files\WindowsApps\AdvancedMicroDevicesInc-2.AMDRadeonSoftware_10.24.10035.0_x64__0a9344xs7nr4m\radeonsoftware\AMDRSServ.exe","MSStore","AdvancedMicroDevicesInc-2.AMDRadeonSoftware_10.24.10035.0_x64__0a9344xs7nr4m"
"AdvancedMicroDevicesInc-2.AMDRadeonSoftware","C:\Program Files\WindowsApps\AdvancedMicroDevicesInc-2.AMDRadeonSoftware_10.24.10035.0_x64__0a9344xs7nr4m\radeonsoftware\AMDRSSrcExt.exe","MSStore","AdvancedMicroDevicesInc-2.AMDRadeonSoftware_10.24.10035.0_x64__0a9344xs7nr4m"
"AdvancedMicroDevicesInc-2.AMDRadeonSoftware","C:\Program Files\WindowsApps\AdvancedMicroDevicesInc-2.AMDRadeonSoftware_10.24.10035.0_x64__0a9344xs7nr4m\radeonsoftware\AMDIdentifyWindow.exe","MSStore","AdvancedMicroDevicesInc-2.AMDRadeonSoftware_10.24.10035.0_x64__0a9344xs7nr4m"
"AdvancedMicroDevicesInc-2.AMDRadeonSoftware","C:\Program Files\WindowsApps\AdvancedMicroDevicesInc-2.AMDRadeonSoftware_10.24.10035.0_x64__0a9344xs7nr4m\radeonsoftware\AMDGameConfigServ.exe","MSStore","AdvancedMicroDevicesInc-2.AMDRadeonSoftware_10.24.10035.0_x64__0a9344xs7nr4m"
"AdvancedMicroDevicesInc-2.AMDRadeonSoftware","C:\Program Files\WindowsApps\AdvancedMicroDevicesInc-2.AMDRadeonSoftware_10.24.10035.0_x64__0a9344xs7nr4m\radeonsoftware\amddmlfilters.exe","MSStore","AdvancedMicroDevicesInc-2.AMDRadeonSoftware_10.24.10035.0_x64__0a9344xs7nr4m"
"AdvancedMicroDevicesInc-2.AMDRadeonSoftware","C:\Program Files\WindowsApps\AdvancedMicroDevicesInc-2.AMDRadeonSoftware_10.24.10035.0_x64__0a9344xs7nr4m\radeonsoftware\amdow.exe","MSStore","AdvancedMicroDevicesInc-2.AMDRadeonSoftware_10.24.10035.0_x64__0a9344xs7nr4m"
"c5e2524a-ea46-4f67-841f-6a9465d9d515","C:\Windows\SystemApps\Microsoft.Windows.FileExplorer_cw5n1h2txyewy\FileExplorer.exe","MSStore","c5e2524a-ea46-4f67-841f-6a9465d9d515_10.0.26100.1_neutral_neutral_cw5n1h2txyewy"
"E2A4F912-2574-4A75-9BB0-0D023378592B","C:\Windows\SystemApps\Microsoft.Windows.AppResolverUX_cw5n1h2txyewy\AppResolverUX.exe","MSStore","E2A4F912-2574-4A75-9BB0-0D023378592B_10.0.19640.1000_neutral_neutral_cw5n1h2txyewy"
"F46D4000-FD22-4DB4-AC8E-4E1DDDE828FE","C:\Windows\SystemApps\Microsoft.Windows.AddSuggestedFoldersToLibraryDialog_cw5n1h2txyewy\AddSuggestedFoldersToLibraryDialog.exe","MSStore","F46D4000-FD22-4DB4-AC8E-4E1DDDE828FE_10.0.26100.1_neutral_neutral_cw5n1h2txyewy"
"Files","C:\Program Files\WindowsApps\Files_4.0.21.0_x64__1y0xx7n9077q4\Assets\FilesOpenDialog\Files.App.Launcher.exe","MSStore","Files_4.0.21.0_x64__1y0xx7n9077q4"
"Files","C:\Program Files\WindowsApps\Files_4.0.21.0_x64__1y0xx7n9077q4\Files.App.Server\createdump.exe","MSStore","Files_4.0.21.0_x64__1y0xx7n9077q4"
"Microsoft.AAD.BrokerPlugin","C:\Windows\SystemApps\Microsoft.AAD.BrokerPlugin_cw5n1h2txyewy\Microsoft.AAD.BrokerPlugin.exe","MSStore","Microsoft.AAD.BrokerPlugin_1000.19580.1000.2_neutral_neutral_cw5n1h2txyewy"
"Microsoft.AccountsControl","C:\Windows\SystemApps\Microsoft.AccountsControl_cw5n1h2txyewy\AccountsControlHost.exe","MSStore","Microsoft.AccountsControl_10.0.26100.1_neutral__cw5n1h2txyewy"
"Microsoft.AsyncTextService","C:\Windows\SystemApps\Microsoft.AsyncTextService_8wekyb3d8bbwe\Microsoft.AsyncTextService.exe","MSStore","Microsoft.AsyncTextService_10.0.26100.1_neutral__8wekyb3d8bbwe"
"Microsoft.BingSearch","C:\Program Files\WindowsApps\Microsoft.BingSearch_1.1.40.0_x64__8wekyb3d8bbwe\MicrosoftBing.exe","MSStore","Microsoft.BingSearch_1.1.40.0_x64__8wekyb3d8bbwe"
"Microsoft.BioEnrollment","C:\Windows\SystemApps\Microsoft.BioEnrollment_cw5n1h2txyewy\BioEnrollmentHost.exe","MSStore","Microsoft.BioEnrollment_10.0.19587.1000_neutral__cw5n1h2txyewy"
"Microsoft.Copilot","C:\Program Files\WindowsApps\Microsoft.Copilot_1.25114.55.0_x64__8wekyb3d8bbwe\Copilot.exe","MSStore","Microsoft.Copilot_1.25114.55.0_x64__8wekyb3d8bbwe"
"Microsoft.Copilot","C:\Program Files\WindowsApps\Microsoft.Copilot_1.25114.55.0_x64__8wekyb3d8bbwe\CopilotContext.exe","MSStore","Microsoft.Copilot_1.25114.55.0_x64__8wekyb3d8bbwe"
"Microsoft.Copilot","C:\Program Files\WindowsApps\Microsoft.Copilot_1.25114.55.0_x64__8wekyb3d8bbwe\createdump.exe","MSStore","Microsoft.Copilot_1.25114.55.0_x64__8wekyb3d8bbwe"
"Microsoft.Copilot","C:\Program Files\WindowsApps\Microsoft.Copilot_1.25114.55.0_x64__8wekyb3d8bbwe\CopilotWidgets.exe","MSStore","Microsoft.Copilot_1.25114.55.0_x64__8wekyb3d8bbwe"
"Microsoft.CredDialogHost","C:\Windows\SystemApps\microsoft.creddialoghost_cw5n1h2txyewy\CredDialogHost.exe","MSStore","Microsoft.CredDialogHost_10.0.19595.1001_neutral__cw5n1h2txyewy"
"Microsoft.DesktopAppInstaller","C:\Program Files\WindowsApps\Microsoft.DesktopAppInstaller_1.27.350.0_x64__8wekyb3d8bbwe\DotNet\createdump.exe","MSStore","Microsoft.DesktopAppInstaller_1.27.350.0_x64__8wekyb3d8bbwe"
"Microsoft.DesktopAppInstaller","C:\Program Files\WindowsApps\Microsoft.DesktopAppInstaller_1.27.350.0_x64__8wekyb3d8bbwe\winget.exe","MSStore","Microsoft.DesktopAppInstaller_1.27.350.0_x64__8wekyb3d8bbwe"
"Microsoft.DesktopAppInstaller","C:\Program Files\WindowsApps\Microsoft.DesktopAppInstaller_1.27.350.0_x64__8wekyb3d8bbwe\WindowsPackageManagerServer.exe","MSStore","Microsoft.DesktopAppInstaller_1.27.350.0_x64__8wekyb3d8bbwe"
"Microsoft.DesktopAppInstaller","C:\Program Files\WindowsApps\Microsoft.DesktopAppInstaller_1.27.350.0_x64__8wekyb3d8bbwe\AppInstallerPythonRedirector.exe","MSStore","Microsoft.DesktopAppInstaller_1.27.350.0_x64__8wekyb3d8bbwe"
"Microsoft.ECApp","C:\Windows\SystemApps\Microsoft.ECApp_8wekyb3d8bbwe\Microsoft.ECApp.exe","MSStore","Microsoft.ECApp_10.0.26100.4061_neutral__8wekyb3d8bbwe"
"Microsoft.GamingApp","C:\Program Files\WindowsApps\Microsoft.GamingApp_2512.1001.34.0_x64__8wekyb3d8bbwe\XboxPcAppAdminServer.exe","MSStore","Microsoft.GamingApp_2512.1001.34.0_x64__8wekyb3d8bbwe"
"Microsoft.GamingApp","C:\Program Files\WindowsApps\Microsoft.GamingApp_2512.1001.34.0_x64__8wekyb3d8bbwe\XboxPcTray.exe","MSStore","Microsoft.GamingApp_2512.1001.34.0_x64__8wekyb3d8bbwe"
"Microsoft.GamingApp","C:\Program Files\WindowsApps\Microsoft.GamingApp_2512.1001.34.0_x64__8wekyb3d8bbwe\XboxPcAppCE.exe","MSStore","Microsoft.GamingApp_2512.1001.34.0_x64__8wekyb3d8bbwe"
"Microsoft.LockApp","C:\Windows\SystemApps\Microsoft.LockApp_cw5n1h2txyewy\LockApp.exe","MSStore","Microsoft.LockApp_10.0.26100.4202_neutral__cw5n1h2txyewy"
"Microsoft.Microsoft3DViewer","C:\Program Files\WindowsApps\Microsoft.Microsoft3DViewer_7.2506.10022.0_x64__8wekyb3d8bbwe\3DViewer.exe","MSStore","Microsoft.Microsoft3DViewer_7.2506.10022.0_x64__8wekyb3d8bbwe"
"Microsoft.Microsoft3DViewer","C:\Program Files\WindowsApps\Microsoft.Microsoft3DViewer_7.2506.10022.0_x64__8wekyb3d8bbwe\View3D.ResourceResolver.exe","MSStore","Microsoft.Microsoft3DViewer_7.2506.10022.0_x64__8wekyb3d8bbwe"
"Microsoft.MicrosoftOfficeHub","C:\Program Files\WindowsApps\Microsoft.MicrosoftOfficeHub_19.2512.39051.0_x64__8wekyb3d8bbwe\m365copilot_autostarter.exe","MSStore","Microsoft.MicrosoftOfficeHub_19.2512.39051.0_x64__8wekyb3d8bbwe"
"Microsoft.MicrosoftOfficeHub","C:\Program Files\WindowsApps\Microsoft.MicrosoftOfficeHub_19.2512.39051.0_x64__8wekyb3d8bbwe\m365copilot_widget.exe","MSStore","Microsoft.MicrosoftOfficeHub_19.2512.39051.0_x64__8wekyb3d8bbwe"
"Microsoft.MicrosoftOfficeHub","C:\Program Files\WindowsApps\Microsoft.MicrosoftOfficeHub_19.2512.39051.0_x64__8wekyb3d8bbwe\M365Copilot.exe","MSStore","Microsoft.MicrosoftOfficeHub_19.2512.39051.0_x64__8wekyb3d8bbwe"
"Microsoft.MicrosoftOfficeHub","C:\Program Files\WindowsApps\Microsoft.MicrosoftOfficeHub_19.2512.39051.0_x64__8wekyb3d8bbwe\shared\Microsoft.NETCore.App\8.0.20\createdump.exe","MSStore","Microsoft.MicrosoftOfficeHub_19.2512.39051.0_x64__8wekyb3d8bbwe"
"Microsoft.MicrosoftPCManager","C:\Program Files\WindowsApps\Microsoft.MicrosoftPCManager_3.18.8.0_x64__8wekyb3d8bbwe\PCManager\PCMAutoRun.exe","MSStore","Microsoft.MicrosoftPCManager_3.18.8.0_x64__8wekyb3d8bbwe"
"Microsoft.MicrosoftPCManager","C:\Program Files\WindowsApps\Microsoft.MicrosoftPCManager_3.18.8.0_x64__8wekyb3d8bbwe\PCManager\MSPCManagerService.exe","MSStore","Microsoft.MicrosoftPCManager_3.18.8.0_x64__8wekyb3d8bbwe"
"Microsoft.MicrosoftPCManager","C:\Program Files\WindowsApps\Microsoft.MicrosoftPCManager_3.18.8.0_x64__8wekyb3d8bbwe\PCMWidgetProvider\createdump.exe","MSStore","Microsoft.MicrosoftPCManager_3.18.8.0_x64__8wekyb3d8bbwe"
"Microsoft.MicrosoftPCManager","C:\Program Files\WindowsApps\Microsoft.MicrosoftPCManager_3.18.8.0_x64__8wekyb3d8bbwe\PCManager\BGADefMgr.exe","MSStore","Microsoft.MicrosoftPCManager_3.18.8.0_x64__8wekyb3d8bbwe"
"Microsoft.MicrosoftPCManager","C:\Program Files\WindowsApps\Microsoft.MicrosoftPCManager_3.18.8.0_x64__8wekyb3d8bbwe\PCManager\MSPCManager.exe","MSStore","Microsoft.MicrosoftPCManager_3.18.8.0_x64__8wekyb3d8bbwe"
"Microsoft.MicrosoftPowerBIDesktop","C:\Program Files\WindowsApps\Microsoft.MicrosoftPowerBIDesktop_2.149.1429.0_x64__8wekyb3d8bbwe\bin\msmdsrv.exe","MSStore","Microsoft.MicrosoftPowerBIDesktop_2.149.1429.0_x64__8wekyb3d8bbwe"
"Microsoft.MicrosoftSolitaireCollection","C:\Program Files\WindowsApps\Microsoft.MicrosoftSolitaireCollection_4.22.3190.0_x64__8wekyb3d8bbwe\Solitaire.exe","MSStore","Microsoft.MicrosoftSolitaireCollection_4.22.3190.0_x64__8wekyb3d8bbwe"
"Microsoft.MSIXPackagingTool","C:\Program Files\WindowsApps\Microsoft.MSIXPackagingTool_1.2024.405.0_x64__8wekyb3d8bbwe\MsixPackageTool.exe","MSStore","Microsoft.MSIXPackagingTool_1.2024.405.0_x64__8wekyb3d8bbwe"
"Microsoft.MSIXPackagingTool","C:\Program Files\WindowsApps\Microsoft.MSIXPackagingTool_1.2024.405.0_x64__8wekyb3d8bbwe\MsixPackagingToolCLI.exe","MSStore","Microsoft.MSIXPackagingTool_1.2024.405.0_x64__8wekyb3d8bbwe"
"Microsoft.MSIXPackagingTool","C:\Program Files\WindowsApps\Microsoft.MSIXPackagingTool_1.2024.405.0_x64__8wekyb3d8bbwe\MsixRemoteServer.exe","MSStore","Microsoft.MSIXPackagingTool_1.2024.405.0_x64__8wekyb3d8bbwe"
"Microsoft.MSIXPackagingTool","C:\Program Files\WindowsApps\Microsoft.MSIXPackagingTool_1.2024.405.0_x64__8wekyb3d8bbwe\PSF\PsfMonitor\x64\PsfMonitor.exe","MSStore","Microsoft.MSIXPackagingTool_1.2024.405.0_x64__8wekyb3d8bbwe"
"Microsoft.MSIXPackagingTool","C:\Program Files\WindowsApps\Microsoft.MSIXPackagingTool_1.2024.405.0_x64__8wekyb3d8bbwe\PSF\PsfMonitor\x64\PsfMonitorx64.exe","MSStore","Microsoft.MSIXPackagingTool_1.2024.405.0_x64__8wekyb3d8bbwe"
"Microsoft.MSIXPackagingTool","C:\Program Files\WindowsApps\Microsoft.MSIXPackagingTool_1.2024.405.0_x64__8wekyb3d8bbwe\PSF\PsfMonitor\x86\PsfMonitorx86.exe","MSStore","Microsoft.MSIXPackagingTool_1.2024.405.0_x64__8wekyb3d8bbwe"
"Microsoft.OutlookForWindows","C:\Program Files\WindowsApps\Microsoft.OutlookForWindows_1.2025.1208.200_x64__8wekyb3d8bbwe\relaunchNativeHost.exe","MSStore","Microsoft.OutlookForWindows_1.2025.1208.200_x64__8wekyb3d8bbwe"
"Microsoft.OutlookForWindows","C:\Program Files\WindowsApps\Microsoft.OutlookForWindows_1.2025.1208.200_x64__8wekyb3d8bbwe\olkPushNotificationBackgroundTask.exe","MSStore","Microsoft.OutlookForWindows_1.2025.1208.200_x64__8wekyb3d8bbwe"
"Microsoft.OutlookForWindows","C:\Program Files\WindowsApps\Microsoft.OutlookForWindows_1.2025.1208.200_x64__8wekyb3d8bbwe\olkMcpServer.exe","MSStore","Microsoft.OutlookForWindows_1.2025.1208.200_x64__8wekyb3d8bbwe"
"Microsoft.OutlookForWindows","C:\Program Files\WindowsApps\Microsoft.OutlookForWindows_1.2025.1208.200_x64__8wekyb3d8bbwe\olkFullTrustExecutor.exe","MSStore","Microsoft.OutlookForWindows_1.2025.1208.200_x64__8wekyb3d8bbwe"
"Microsoft.OutlookForWindows","C:\Program Files\WindowsApps\Microsoft.OutlookForWindows_1.2025.1208.200_x64__8wekyb3d8bbwe\olkexthost.exe","MSStore","Microsoft.OutlookForWindows_1.2025.1208.200_x64__8wekyb3d8bbwe"
"Microsoft.PowerShell","C:\Program Files\WindowsApps\Microsoft.PowerShell_7.5.4.0_x64__8wekyb3d8bbwe\pwsh.exe","MSStore","Microsoft.PowerShell_7.5.4.0_x64__8wekyb3d8bbwe"
"Microsoft.ReactNativeGallery","C:\Program Files\WindowsApps\Microsoft.ReactNativeGallery_2.0.1.0_x64__8wekyb3d8bbwe\rngallery.exe","MSStore","Microsoft.ReactNativeGallery_2.0.1.0_x64__8wekyb3d8bbwe"
"Microsoft.ScreenSketch","C:\Program Files\WindowsApps\Microsoft.ScreenSketch_11.2510.31.0_x64__8wekyb3d8bbwe\SnippingTool\SnippingTool.exe","MSStore","Microsoft.ScreenSketch_11.2510.31.0_x64__8wekyb3d8bbwe"
"Microsoft.SecHealthUI","C:\Program Files\WindowsApps\Microsoft.SecHealthUI_1000.29429.1000.0_x64__8wekyb3d8bbwe\SecHealthUI.exe","MSStore","Microsoft.SecHealthUI_1000.29429.1000.0_x64__8wekyb3d8bbwe"
